Name                  ;Cns ;Coordinates               ;Wv   ;Typ   ;    Diam;   Dist;    pmRA;    pmDe;    RV  ; Reference           ;Aliases
LMR 71                ;Aql ;18 48 54.4 -02 17 54      ;IR   ;SFR   ;   14.60;   7600;        ;        ;        ; GDR2_Rej            ;Russeil 63
Spitzer J1848-0111    ;Aql ;18 48 57.4 -01 11 55      ;IR   ;OC?   ;    6.00;   3000;        ;        ;        ; GDR2_Rej            ;
Iss 520               ;Aql ;18 48 59.2 -01 13 44      ;Op   ;***   ;    6.70;       ;        ;        ;        ; GDR2_Rej            ;
Iss 521               ;Aql ;18 49 02.8 +00 51 17      ;Op   ;***   ;    1.50;       ;        ;        ;        ; GDR2_Rej            ;
PanSTARRS J1849-0046  ;Aql ;18 49 31.7 -00 46 12      ;Op   ;OC?   ;    2.00;   3020;        ;        ;        ; GDR2_Rej            ;
SUH 21                ;Aql ;18 49 33.0 -00 38 02      ;IR   ;EC    ;    1.30;   4800;        ;        ;        ; GDR2_Rej            ;
Bica 80               ;Aql ;18 49 34.0 +00 44 31      ;IR   ;***   ;    2.00;       ;        ;        ;        ; GDR2_Rej            ;
Bica 81               ;Aql ;18 49 37.0 +00 41 19      ;IR   ;***   ;    4.00;       ;        ;        ;        ; GDR2_Rej            ;
LMR 73                ;Aql ;18 49 53.9 -00 40 04      ;IR   ;SFR   ;    6.30;   8100;        ;        ;        ; GDR2_Rej            ;RM 18
Iss 522               ;Aql ;18 50 08.6 +00 58 21      ;Op   ;***   ;    1.80;       ;        ;        ;        ; GDR2_Rej            ;
FSR 90                ;Aql ;18 50 17.8 -03 34 37      ;Op   ;***   ;   10.20;       ;        ;        ;        ; GDR2_Rej            ;
FoF 1656              ;Aql ;18 50 30.6 -00 21 31      ;Op   ;OC?   ;   36.96;   3831;        ;        ;        ; GDR2_Rej            ;FoF 1237, FoF 1239, FoF 455
Iss 440               ;Aql ;18 51 03.9 +10 20 26      ;Op   ;***   ;    2.20;       ;        ;        ;        ; GDR2_Rej            ;
FoF 455               ;Aql ;18 51 35.5 -00 22 45      ;Op   ;OC?   ;   96.00;   3663;        ;        ;        ; GDR2_Rej            ;FoF 1237, FoF 1238, FoF 1239, FoF 1240, FoF 1241, FoF 1243, FoF 1244, FoF 1245, FoF 1656, FoF 1657
Juchert J1851-0028    ;Aql ;18 51 48.0 -00 28 13      ;Op   ;***   ;    4.00;       ;        ;        ;        ; GDR2_Rej            ;
Teutsch 138           ;Aql ;18 51 49.0 +06 24 21      ;Op   ;***   ;    1.60;       ;        ;        ;        ; GDR2_Rej            ;
LMR 74                ;Aql ;18 51 51.5 +00 02 42      ;IR   ;SFR   ;   13.00;   7600;        ;        ;        ; GDR2_Rej            ;
SUH 22                ;Aql ;18 51 57.0 +01 16 59      ;IR   ;EC    ;    2.30;  11700;        ;        ;        ; GDR2_Rej            ;IRAS 18494+0113
Iss 442               ;Aql ;18 51 59.1 +09 15 29      ;Op   ;***   ;    2.20;       ;        ;        ;        ; GDR2_Rej            ;
Bica 83               ;Aql ;18 51 59.7 +01 13 41      ;IR   ;EC    ;    0.60;  11800;        ;        ;        ; GDR2_Rej            ;
Spitzer J1852+0046    ;Aql ;18 52 11.4 +00 46 37      ;IR   ;OC    ;    4.00;   3300;        ;        ;        ; GDR2_Rej            ;
PanSTARRS J1852-0013  ;Aql ;18 52 15.0 -00 13 23      ;Op   ;OC    ;    2.00;   4250;        ;        ;        ; GDR2_Rej            ;
Iss 638               ;Aql ;18 52 26.0 -03 41 29      ;Op   ;***   ;    8.20;       ;        ;        ;        ; GDR2_Rej            ;
Russeil 69            ;Aql ;18 52 30.0 +00 30 00      ;IR   ;SFR   ;   20.00;   7100;        ;        ;        ; GDR2_Rej            ;
O_Neal 13             ;Aql ;18 52 30.0 +09 15 00      ;Op   ;***   ;    8.00;       ;        ;        ;        ; GDR2_Rej            ;
BDSB 126              ;Aql ;18 52 51.0 +00 55 28      ;IR   ;EC    ;    1.10;   6830;        ;        ;        ; GDR2_Rej            ;
SFC 19                ;Aql ;18 53 08.4 +01 18 45      ;IR   ;OB    ;   18.00;   2200;        ;        ;        ; GDR2_Rej            ;RMM 19
Iss 523               ;Aql ;18 53 11.2 -01 15 26      ;Op   ;***   ;    2.30;       ;        ;        ;        ; GDR2_Rej            ;
FoF 1237              ;Aql ;18 53 17.9 -00 38 26      ;Op   ;OC?   ;   66.96;   3759;        ;        ;        ; GDR2_Rej            ;FoF 1238, FoF 1239, FoF 1240, FoF 1241, FoF 1242, FoF 1243, FoF 1244, FoF 1245, FoF 1656, FoF 1657, FoF 455, FoF 869
BDSB 128              ;Aql ;18 53 22.0 +01 13 58      ;IR   ;EC    ;    0.80;   1560;        ;        ;        ; GDR2_Rej            ;
Mol 75 Cl             ;Aql ;18 53 38.1 +01 50 27      ;IR   ;EC    ;    1.10;   1560;        ;        ;        ; GDR2_Rej            ;IRAS 18511+0146
FoF 1244              ;Aql ;18 53 48.3 -00 55 19      ;Op   ;OC?   ;   18.60;   3861;        ;        ;        ; GDR2_Rej            ;FoF 1237, FoF 1238, FoF 1240, FoF 455
Mercer 13             ;Aql ;18 53 53.0 +00 37 39      ;IR   ;OC    ;    1.00;   3000;        ;        ;        ; GDR2_Rej            ;GLIMPSE 13
Spitzer J1853+0204    ;Aql ;18 53 56.0 +02 04 04      ;IR   ;EC    ;    0.70;   5500;        ;        ;        ; GDR2_Rej            ;IRAS 18513+0200
Iss 524               ;Aql ;18 53 58.8 -00 56 23      ;Op   ;***   ;    2.70;       ;        ;        ;        ; GDR2_Rej            ;
Iss 525               ;Aql ;18 54 00.3 -02 15 22      ;Op   ;***   ;    1.10;       ;        ;        ;        ; GDR2_Rej            ;
FoF 1240              ;Aql ;18 54 07.4 -00 48 20      ;Op   ;OC?   ;   13.08;   3831;        ;        ;        ; GDR2_Rej            ;FoF 1237, FoF 1238, FoF 1244, FoF 455
Spitzer J1854+0201    ;Aql ;18 54 07.6 +02 01 44      ;IR   ;EC    ;    0.70;   2540;        ;        ;        ; GDR2_Rej            ;
Iss 526               ;Aql ;18 54 23.7 -01 43 21      ;Op   ;***   ;    2.30;       ;        ;        ;        ; GDR2_Rej            ;
Iss 484               ;Aql ;18 54 24.1 +08 28 40      ;Op   ;***   ;    4.50;       ;        ;        ;        ; GDR2_Rej            ;
Iss 444               ;Aql ;18 54 32.2 +11 45 40      ;Op   ;***   ;    1.70;       ;        ;        ;        ; GDR2_Rej            ;
Foldvari 26           ;Aql ;18 54 33.0 +01 55 03      ;Op   ;***   ;    4.00;       ;        ;        ;        ; GDR2_Rej            ;
Iss 445               ;Aql ;18 54 34.8 +09 35 41      ;Op   ;***   ;    3.70;       ;        ;        ;        ; GDR2_Rej            ;
Iss 527               ;Aql ;18 54 44.7 +00 55 41      ;Op   ;***   ;    3.80;       ;        ;        ;        ; GDR2_Rej            ;
Urq G34.69-0.05       ;Aql ;18 54 51.6 +01 32 46      ;IR   ;OC    ;    1.60;   4800;        ;        ;        ; GDR2_Rej            ;
FoF 1238              ;Aql ;18 54 51.6 -00 42 36      ;Op   ;OC?   ;   29.40;   4065;        ;        ;        ; GDR2_Rej            ;FoF 1237, FoF 1240, FoF 1244, FoF 455
Iss 646               ;Aql ;18 54 55.8 -03 33 19      ;Op   ;***   ;    1.70;       ;        ;        ;        ; GDR2_Rej            ;
Iss 446               ;Aql ;18 54 57.5 +10 41 42      ;Op   ;***   ;    1.50;       ;        ;        ;        ; GDR2_Rej            ;
Iss 528               ;Aql ;18 54 59.1 -01 12 18      ;Op   ;***   ;    2.40;       ;        ;        ;        ; GDR2_Rej            ;
Poole J1855+10.8      ;Aql ;18 55 08.4 +10 46 30      ;Op   ;***   ;   10.80;       ;        ;        ;        ; GDR2_Rej            ;Ling 2
SUH 23                ;Aql ;18 55 16.8 +01 21 19      ;IR   ;EC    ;    3.20;   1700;        ;        ;        ; GDR2_Rej            ;
Iss 529               ;Aql ;18 55 20.7 +00 55 43      ;Op   ;***   ;    1.90;       ;        ;        ;        ; GDR2_Rej            ;
Iss 530               ;Aql ;18 55 39.0 +00 38 45      ;Op   ;***   ;    1.90;       ;        ;        ;        ; GDR2_Rej            ;
Bica 87               ;Aql ;18 55 48.0 +02 09 03      ;IR   ;***   ;    1.00;       ;        ;        ;        ; GDR2_Rej            ;
Iss 531               ;Aql ;18 55 51.5 +00 15 46      ;Op   ;***   ;    0.85;       ;        ;        ;        ; GDR2_Rej            ;
Poole J1856+10.8      ;Aql ;18 55 53.3 +10 46 23      ;Op   ;***   ;    9.00;       ;        ;        ;        ; GDR2_Rej            ;Ling 3
Iss 447               ;Aql ;18 55 56.8 +11 19 46      ;Op   ;***   ;    1.10;       ;        ;        ;        ; GDR2_Rej            ;
RM 21                 ;Aql ;18 55 59.9 +02 03 52      ;IR   ;SFR   ;   26.60;  11000;        ;        ;        ; GDR2_Rej            ;
Bica 86               ;Aql ;18 56 07.0 +01 59 55      ;IR   ;OC    ;    2.80;   5700;        ;        ;        ; GDR2_Rej            ;
Bica 85               ;Aql ;18 56 24.0 +01 56 08      ;IR   ;OC    ;    2.50;   5600;        ;        ;        ; GDR2_Rej            ;
Iss 532               ;Aql ;18 56 33.6 +00 06 49      ;Op   ;***   ;    1.10;       ;        ;        ;        ; GDR2_Rej            ;
UCEC 7                ;Aql ;18 56 48.0 +01 18 45      ;IR   ;EC    ;    0.40;   2900;        ;        ;        ; GDR2_Rej            ;IRAS 18542+0114
LMR 77                ;Aql ;18 56 50.5 +01 39 27      ;IR   ;SFR   ;    5.40;  10800;        ;        ;        ; GDR2_Rej            ;Russeil 70
Bica 84               ;Aql ;18 57 00.0 +01 16 18      ;IR   ;***   ;    2.00;       ;        ;        ;        ; GDR2_Rej            ;
NGC 6724              ;Aql ;18 57 00.0 +10 20 00      ;Op   ;***   ;    8.50;       ;        ;        ;        ; GDR2_Rej            ;
RM 20                 ;Aql ;18 57 01.5 +01 39 02      ;IR   ;OB    ;    3.80;   3000;        ;        ;        ; GDR2_Rej            ;
LMR 76                ;Aql ;18 57 06.6 +01 19 26      ;IR   ;SFR   ;    6.30;  10800;        ;        ;        ; GDR2_Rej            ;
Iss 533               ;Aql ;18 57 17.3 -01 20 08      ;Op   ;***   ;    3.50;       ;        ;        ;        ; GDR2_Rej            ;
Iss 448               ;Aql ;18 57 22.0 +10 17 52      ;Op   ;***   ;    3.70;       ;        ;        ;        ; GDR2_Rej            ;
Steine J1857+1810     ;Aql ;18 57 47.0 +18 10 51      ;Op   ;***   ;    2.20;       ;        ;        ;        ; GDR2_Rej            ;
FoF 1256              ;Aql ;18 57 58.3 -00 05 19      ;Op   ;OC?   ;   32.64;   3663;        ;        ;        ; GDR2_Rej            ;FoF 1245, FoF 1246, FoF 1250, FoF 1251
Mercer 14             ;Aql ;18 58 05.0 +01 36 38      ;IR   ;EC    ;    1.20;   2210;        ;        ;        ; GDR2_Rej            ;GLIMPSE 14
Iss 534               ;Aql ;18 58 09.0 +00 41 55      ;Op   ;***   ;    2.10;       ;        ;        ;        ; GDR2_Rej            ;
Dewangan 1            ;Aql ;18 58 11.0 +01 37 01      ;IR   ;EC    ;    2.20;   2200;        ;        ;        ; GDR2_Rej            ;
FoF 1251              ;Aql ;18 58 15.6 -00 13 20      ;Op   ;OC?   ;   21.00;   3135;        ;        ;        ; GDR2_Rej            ;FoF 1246, FoF 1250, FoF 1256, FoF 1257
FoF 1250              ;Aql ;18 58 17.7 -00 14 24      ;Op   ;OC?   ;   18.72;   4167;        ;        ;        ; GDR2_Rej            ;FoF 1246, FoF 1251, FoF 1256
Iss 450               ;Aql ;18 58 25.4 +12 31 57      ;Op   ;***   ;    1.80;       ;        ;        ;        ; GDR2_Rej            ;
Iss 451               ;Aql ;18 58 34.5 +09 50 58      ;Op   ;***   ;    2.00;       ;        ;        ;        ; GDR2_Rej            ;
FoF 1675              ;Aql ;18 58 45.4 +10 07 34      ;Op   ;OC?   ;   46.80;   4149;        ;        ;        ; GDR2_Rej            ;FoF 1679, FoF 1683, FoF 460, FoF 465
FoF 1246              ;Aql ;18 59 00.7 -00 14 60      ;Op   ;OC?   ;   32.88;   3623;        ;        ;        ; GDR2_Rej            ;FoF 1250, FoF 1251, FoF 1256, FoF 1257
Mol 82 Cl             ;Aql ;18 59 03.2 +03 53 17      ;IR   ;EC    ;    0.90;   6550;        ;        ;        ; GDR2_Rej            ;IRAS 18565+0349
SUH 143               ;Aql ;18 59 07.0 +07 02 56      ;IR   ;EC    ;    0.60;   1900;        ;        ;        ; GDR2_Rej            ;
FoF 1683              ;Aql ;18 59 13.1 +10 18 17      ;Op   ;OC?   ;   37.20;   3802;        ;        ;        ; GDR2_Rej            ;FoF 1675, FoF 1679, FoF 460
Mol 84 Cl             ;Aql ;18 59 14.3 +07 04 52      ;IR   ;EC    ;    0.60;   1930;        ;        ;        ; GDR2_Rej            ;Bica 97, Sh2-75
Iss 535               ;Aql ;18 59 17.9 -01 51 00      ;Op   ;***   ;    2.20;       ;        ;        ;        ; GDR2_Rej            ;
Raymond 17            ;Aql ;18 59 27.0 +14 14 00      ;Op   ;***   ;    9.50;       ;        ;        ;        ; GDR2_Rej            ;DSH J1859+1414
Iss 376               ;Aql ;18 59 27.3 +15 57 02      ;Op   ;***   ;    1.40;       ;        ;        ;        ; GDR2_Rej            ;
Alessi J1859-0809     ;Aql ;18 59 33.0 -08 09 17      ;Op   ;***   ;   36.00;       ;        ;        ;        ; GDR2_Rej            ;
Bica 93               ;Aql ;18 59 37.0 +04 16 39      ;IR   ;***   ;    2.00;       ;        ;        ;        ; GDR2_Rej            ;
Bica 646              ;Aql ;18 59 37.4 +03 48 49      ;IR   ;EC    ;    1.30;  10800;        ;        ;        ; GDR2_Rej            ;
Ryu 899               ;Aql ;18 59 38.7 -05 58 33      ;Op   ;OC    ;    1.70;   3500;        ;        ;        ; GDR2_Rej            ;
Ryu 917               ;Aql ;18 59 40.3 -04 15 26      ;Op   ;***   ;    1.80;       ;        ;        ;        ; GDR2_Rej            ;
Bica 647              ;Aql ;18 59 42.4 +03 53 37      ;IR   ;EC    ;    0.70;   3700;        ;        ;        ; GDR2_Rej            ;
Alessi J1859+1349     ;Aql ;18 59 46.0 +13 49 19      ;Op   ;***   ;   27.00;       ;        ;        ;        ; GDR2_Rej            ;
Swoosh                ;Aql ;19 00 00.0 -05 00 00      ;Op   ;***   ;  240.00;       ;        ;        ;        ; GDR2_Rej            ;
Iss 663               ;Aql ;19 00 07.0 -08 08 57      ;Op   ;***   ;    3.30;       ;        ;        ;        ; GDR2_Rej            ;
Iss 664               ;Aql ;19 00 10.1 -05 37 56      ;Op   ;***   ;    2.90;       ;        ;        ;        ; GDR2_Rej            ;
SUH 142               ;Aql ;19 00 16.0 +04 03 14      ;IR   ;EC    ;    1.60;  10200;        ;        ;        ; GDR2_Rej            ;
Bica 648              ;Aql ;19 00 22.0 +03 50 29      ;IR   ;***   ;    2.50;       ;        ;        ;        ; GDR2_Rej            ;
Bica 649              ;Aql ;19 00 25.0 +04 08 25      ;IR   ;EC    ;    0.90;  10400;        ;        ;        ; GDR2_Rej            ;
Foldvari 24           ;Aql ;19 00 26.0 +01 46 00      ;Op   ;***   ;    4.00;       ;        ;        ;        ; GDR2_Rej            ;
Iss 665               ;Aql ;19 00 30.8 -07 56 55      ;Op   ;***   ;    1.70;       ;        ;        ;        ; GDR2_Rej            ;
FoF 1680              ;Aql ;19 00 39.3 +11 32 37      ;Op   ;OC?   ;   73.20;   3759;        ;        ;        ; GDR2_Rej            ;FoF 1671, FoF 1672, FoF 1678, FoF 1684, FoF 460, FoF 461, FoF 462, FoF 463, FoF 469
Alessi J1900+1317     ;Aql ;19 00 45.0 +13 17 49      ;Op   ;***   ;   30.00;       ;        ;        ;        ; GDR2_Rej            ;
Iss 666               ;Aql ;19 00 58.0 -05 30 53      ;Op   ;***   ;    5.10;       ;        ;        ;        ; GDR2_Rej            ;
Bica 650              ;Aql ;19 01 02.0 +04 11 59      ;IR   ;EC    ;    1.10;   9100;        ;        ;        ; GDR2_Rej            ;W 47?
RM 22                 ;Aql ;19 01 07.1 +03 52 20      ;IR   ;SFR   ;   24.80;  10500;        ;        ;        ; GDR2_Rej            ;
SFC 22                ;Aql ;19 01 08.0 +03 27 27      ;IR   ;OB    ;   14.00;  10500;        ;        ;        ; GDR2_Rej            ;RMM 22
RM 23                 ;Aql ;19 01 18.7 +04 45 34      ;IR   ;OB    ;   12.00;   6700;        ;        ;        ; GDR2_Rej            ;SFC 23
MVM G37.51-0.46       ;Aql ;19 01 27.2 +03 51 56      ;IR   ;EC    ;    1.50;   6100;        ;        ;        ; GDR2_Rej            ;
Aql OB1               ;Aql ;19 01 29.0 +03 36 20      ;Op   ;OB?   ;  420.00;   2750;        ;        ;        ; GDR2_Rej            ;
Iss 452               ;Aql ;19 01 32.0 +12 04 10      ;Op   ;***   ;    1.70;       ;        ;        ;        ; GDR2_Rej            ;
Spitzer J1901+0454    ;Aql ;19 01 33.5 +04 54 19      ;IR   ;OC?   ;    1.60;   1521;        ;        ;        ; GDR2_Rej            ;
FoF 463               ;Aql ;19 01 38.3 +11 42 08      ;Op   ;OC?   ;  104.64;   4630;        ;        ;        ; GDR2_Rej            ;FoF 1672, FoF 1680, FoF 1684, FoF 460, FoF 461, FoF 462, FoF 469
SUH 24                ;Aql ;19 01 54.0 +04 12 58      ;IR   ;EC    ;    2.00;   9500;        ;        ;        ; GDR2_Rej            ;
Russeil 73            ;Aql ;19 02 00.0 +02 07 40      ;IR   ;SFR   ;    8.00;   1100;        ;        ;        ; GDR2_Rej            ;
FoF 1678              ;Aql ;19 02 01.4 +10 54 20      ;Op   ;OC?   ;   47.64;   3759;        ;        ;        ; GDR2_Rej            ;FoF 1672, FoF 1679, FoF 1680, FoF 460, FoF 461, FoF 462, FoF 469
Raymond 16            ;Aql ;19 02 06.0 -03 56 24      ;Op   ;***   ;   13.00;       ;        ;        ;        ; GDR2_Rej            ;HD 176765 Grp
SUH 140               ;Aql ;19 02 11.0 +01 21 04      ;IR   ;EC    ;    2.00;   2800;        ;        ;        ; GDR2_Rej            ;IRAS 18596+0116
Bica 88               ;Aql ;19 02 22.0 +01 19 17      ;IR   ;EC    ;    1.50;   3270;        ;        ;        ; GDR2_Rej            ;
FoF 460               ;Aql ;19 02 29.4 +10 58 34      ;Op   ;OC?   ;  172.08;   3937;        ;        ;        ; GDR2_Rej            ;FoF 1671, FoF 1672, FoF 1673, FoF 1674, FoF 1675, FoF 1677, FoF 1678, FoF 1679, FoF 1680, FoF 1681, FoF 1683, FoF 1684, FoF 461, FoF 462, FoF 463, FoF 464, FoF 465, FoF 466, FoF 469
Iss 377               ;Aql ;19 02 58.3 +15 10 16      ;Op   ;***   ;    3.80;       ;        ;        ;        ; GDR2_Rej            ;
Iss 453               ;Aql ;19 03 05.0 +09 27 17      ;Op   ;***   ;    2.80;       ;        ;        ;        ; GDR2_Rej            ;
Wenzel 3              ;Aql ;19 03 12.0 +03 02 24      ;Op   ;***   ;    3.00;       ;        ;        ;        ; GDR2_Rej            ;DSH J1903+0302
Urq G39.25-0.05       ;Aql ;19 03 12.6 +05 36 01      ;IR   ;EC    ;    3.00;  11800;        ;        ;        ; GDR2_Rej            ;
FoF 1684              ;Aql ;19 03 32.7 +11 54 27      ;Op   ;OC?   ;   56.52;   4115;        ;        ;        ; GDR2_Rej            ;FoF 1672, FoF 1680, FoF 460, FoF 461, FoF 462, FoF 463, FoF 469
