Name                  ;Cns ; RA          ; De         ;Wv   ;Typ   ;   Diam;   Dist;E(B-V);   Age;    pmRA;    pmDe;   RV   ; Reference           ;Aliases
BDB_232               ;Ori ; 85.72500000 ; -9.7605560 ;IR   ;EC?   ;    8.0;    475;      ;      ;    0.75;   -2.08;        ; Alessi (Gaia DR2)   ;IRAS 05404-0946, Majaess 64
BDB_233               ;Mon ; 93.20000000 ; -6.2322220 ;IR   ;EC    ;    5.0;   1066;      ;      ;   -3.93;    0.36;        ; Alessi (Gaia DR2)   ;GGD 17 Cl
BDB_234               ;Ori ; 85.65833300 ;-10.0141670 ;IR   ;EC    ;    7.0;    484;      ;      ;    0.42;   -1.24;        ; Alessi (Gaia DR2)   ;IRAS 05401-1002
BDB_243               ;CMa ;106.01250000 ;-11.3944444 ;Op   ;EC    ;    3.8;   1100;      ;  6.18;   -4.60;    1.71;        ; Alessi (Gaia DR2)   ;BRC 27 Cl, IRAS 07016-1118
BDB_248               ;Vel ;134.86291700 ;-43.7561110 ;IR   ;EC    ;    3.5;   1058;      ;      ;   -6.15;    4.11;        ; Alessi (Gaia DR2)   ;RCW 36 Cl
BDB_257               ;Cen ;209.40415390 ;-39.9609758 ;Op   ;EC    ;   29.8;    698;      ;  7.00;   -9.07;   -0.61;        ; 2019AJ....158..122K ;Theia 24, NGC 5367 Grp
BDB_266               ;Sco ;260.22500000 ;-35.7805556 ;IR   ;EC    ;    1.7;   1344;      ;      ;    0.40;   -2.24;        ; 2014ApJ...783..130R ;NGC 6334 I
BDB_39                ;Cyg ;306.84583300 ;+37.3805560 ;IR   ;EC    ;    3.4;   1490;      ;      ;   -2.25;   -5.22;        ; Alessi (Gaia DR2)   ;Sh2-106 Cl, AFGL 2584 Cl
BDB_74                ;Cyg ;324.99166670 ;+50.2400000 ;IR   ;EC    ;    3.5;   3571;      ;      ;   -2.30;   -3.80;        ; 2014ApJ...783..130R ;V645 Cyg Grp
BDB_9                 ;Sgr ;274.27500000 ;-19.8694440 ;Op   ;EC    ;    1.6;   1275;  1.21;  6.25;    1.08;    -0.6;        ; Alessi (Gaia DR2)   ;NGC 6595 Cl, IRAS 18138-1954, BDSB 5
BDB_94                ;Cas ;  1.68000000 ;+65.6290000 ;IR   ;EC    ;    5.4;   3589;  1.40;  7.40;   -1.66;   -0.91;        ; Alessi (Gaia DR2)   ;MacC H12 Grp, DG 2 Grp, LBN 585 Grp, HBC 1 Grp
BDSB_1                ;Sgr ;270.92083300 ;-24.3777780 ;IR   ;EC    ;    1.8;   1203;      ;  6.17;     1.7;   -2.34;        ; Alessi (Gaia DR2)   ;Hourglass Nebula Cl, Lagoon B
BDSB_10               ;Aql ;281.58300000 ; -3.7950000 ;IR   ;EC    ;    6.0;   5102;  1.67;  7.60;   -0.55;   -2.22;        ; Alessi (Gaia DR2)   ;
BDSB_102              ;Sco ;263.23500000 ;-32.5700000 ;IR   ;EC    ;    7.8;   2548;  1.51;  6.30;   -0.85;   -1.66;        ; Alessi (Gaia DR2)   ;
BDSB_105              ;Sgr ;271.88100000 ;-25.7550000 ;IR   ;EC    ;    4.3;   5777;  2.29;  7.00;   -1.51;   -4.36;        ; Alessi (Gaia DR2)   ;
BDSB_106              ;Sgr ;270.39600000 ;-24.8350000 ;IR   ;EC    ;    9.0;   2787;  1.25;  7.15;   -0.86;   -1.55;        ; Alessi (Gaia DR2)   ;
BDSB_107              ;Sgr ;270.19000000 ;-24.0730000 ;IR   ;EC    ;    7.2;   2308;  1.30;  6.40;   -0.48;   -1.51;   -1.30; Alessi (Gaia DR2)   ;
BDSB_109              ;Sgr ;270.50500000 ;-23.9530000 ;IR   ;EC    ;    5.4;   2508;  1.33;  7.15;    0.35;   -1.16;        ; Alessi (Gaia DR2)   ;
BDSB_11               ;Aql ;287.18400000 ; +5.5970000 ;IR   ;EC    ;    4.8;   2721;  1.85;  8.40;   -1.76;   -3.98;        ; Alessi (Gaia DR2)   ;Russeil 80
BDSB_111              ;Sgr ;270.52200000 ;-21.7750000 ;IR   ;EC    ;    7.2;   2788;  1.15;  6.60;   -0.58;   -1.71;        ; Alessi (Gaia DR2)   ;
BDSB_113              ;Sgr ;272.24583330 ;-20.0855556 ;IR   ;EC    ;   18.0;   2915;  1.29;  6.00;   -1.03;   -2.42;        ; 2019ApJ...885..131R ;Majaess 192
BDSB_114              ;Sgr ;273.66666670 ;-17.8686111 ;IR   ;EC    ;    1.2;   2525;  1.08;  6.33;   -0.36;   -2.22;        ; 2019ApJ...885..131R ;
BDSB_115              ;Sgr ;273.52000000 ;-17.4700000 ;IR   ;EC    ;    6.4;   1786;  1.54;  8.06;    0.37;   -1.12;        ; Alessi (Gaia DR2)   ;
BDSB_116              ;Sgr ;273.65000000 ;-16.7547222 ;IR   ;EC    ;    1.2;   3937;  1.10;  6.00;   -0.25;   -2.49;        ; 2014ApJ...783..130R ;
BDSB_117              ;Sct ;278.61700000 ; -9.2590000 ;IR   ;EC    ;    3.8;   2556;  1.98;  6.00;   -0.64;   -2.39;   62.80; Alessi (Gaia DR2)   ;
BDSB_121              ;Sct ;278.54200000 ; -7.3050000 ;IR   ;EC    ;    4.8;   2291;  1.83;  6.00;   -0.64;    -1.2;   89.60; Alessi (Gaia DR2)   ;
BDSB_122              ;Sct ;279.49166700 ; -6.8833330 ;IR   ;RSG   ;    5.0;   2339;      ;  7.08;   -0.67;   -1.39;        ; Alessi (Gaia DR2)   ;RSGC 1
BDSB_124              ;Aql ;280.81000000 ; -3.5980000 ;IR   ;EC    ;    6.0;   2643;  1.67;  7.90;   -1.16;   -3.88;   90.30; Alessi (Gaia DR2)   ;
BDSB_125              ;Aql ;281.51666670 ; -2.6552778 ;IR   ;EC    ;    1.0;   4831;  2.08;  6.00;   -2.36;   -5.38;        ; 2019ApJ...885..131R ;
BDSB_127              ;Aql ;283.33500000 ; +1.2470000 ;IR   ;EC    ;    4.8;   1269;  1.77;  6.80;   -1.92;   -3.65;   42.70; Alessi (Gaia DR2)   ;IRDC G34.4+0.2
BDSB_129              ;Aql ;284.55416670 ; +1.6769444 ;IR   ;EC    ;    1.4;   2193;      ;      ;   -0.18;   -3.63;        ; 2014ApJ...783..130R ;
BDSB_13               ;Vul ;291.13200000 ;+20.7950000 ;IR   ;EC    ;    6.6;   5479;  2.50;  7.40;   -1.92;   -4.23;        ; Alessi (Gaia DR2)   ;
BDSB_136              ;Aql ;288.53750000 ;+11.2088889 ;IR   ;EC    ;    1.3;   6944;  1.73;  6.00;   -2.62;   -5.61;        ; 2019ApJ...885..131R ;
BDSB_137              ;Aql ;289.08700000 ;+11.3150000 ;IR   ;EC    ;    3.6;   2671;  1.67;  6.00;   -1.17;   -3.76;   40.50; Alessi (Gaia DR2)   ;
BDSB_14               ;Vul ;295.09166700 ;+27.3080560 ;Op   ;EC    ;    1.6;   9681;      ;      ;   -2.21;   -4.31;        ; Alessi (Gaia DR2)   ;NGC 6813 Cl
BDSB_141              ;Aql ;290.72200000 ;+14.1650000 ;IR   ;EC    ;    4.3;   2910;  1.73;  6.10;   -2.41;   -4.71;   65.40; Alessi (Gaia DR2)   ;
BDSB_143              ;Aql ;290.80000000 ;+14.4550000 ;IR   ;EC    ;    4.2;   3232;  1.83;  6.10;   -1.92;    -4.2;   65.40; Alessi (Gaia DR2)   ;
BDSB_149              ;Aql ;290.92916700 ;+14.4986110 ;IR   ;EC    ;    1.5;   3573;      ;      ;   -1.66;   -4.32;        ; Alessi (Gaia DR2)   ;W51 Cl
BDSB_15               ;Vul ;297.30100000 ;+26.8350000 ;IR   ;EC    ;    4.2;   3698;  1.27;  8.59;   -2.48;   -5.72;        ; Alessi (Gaia DR2)   ;
BDSB_151              ;Aql ;290.92916670 ;+14.5125000 ;IR   ;EC    ;    0.8;   5405;  1.89;  6.10;   -2.64;   -5.11;        ; 2014ApJ...783..130R ;
BDSB_156              ;Sge ;292.93333330 ;+18.7069444 ;IR   ;EC    ;    5.0;   4329;  1.91;  7.99;   -3.13;   -5.57;        ; 2018RAA....18..146X ;
BDSB_157              ;Aql ;291.51000000 ;+16.3300000 ;IR   ;EC    ;    4.1;   3005;  1.49;  6.25;   -2.04;   -4.57;        ; Alessi (Gaia DR2)   ;
BDSB_159              ;Cyg ;307.35000000 ;+40.1872222 ;IR   ;EC    ;    0.9;   3333;      ;      ;   -1.20;   -4.80;        ; 2014ApJ...783..130R ;
BDSB_16               ;Vul ;298.75000000 ;+27.2160000 ;IR   ;EC    ;    4.2;   2616;  1.08;  7.55;   -1.82;   -4.89;        ; Alessi (Gaia DR2)   ;
BDSB_164              ;Sco ;261.38200000 ;-36.3660000 ;IR   ;EC    ;    5.4;   2333;  1.15;  6.00;     0.9;   -1.31;  -29.80; Alessi (Gaia DR2)   ;
BDSB_165              ;Sco ;262.32000000 ;-36.6530000 ;IR   ;EC    ;    4.2;   1855;  1.37;  6.00;   -0.86;   -2.02;  -19.40; Alessi (Gaia DR2)   ;
BDSB_166              ;Sco ;262.24500000 ;-36.5620000 ;IR   ;EC    ;    4.2;   1698;  1.09;  6.00;   -0.86;   -1.51;        ; Alessi (Gaia DR2)   ;
BDSB_18               ;Cyg ;300.28200000 ;+33.1890000 ;IR   ;EC    ;    5.0;   3323;  1.15;  7.00;   -2.89;   -5.63;        ; Alessi (Gaia DR2)   ;
BDSB_19               ;Cyg ;315.44200000 ;+33.5500000 ;IR   ;EC    ;    3.8;   5288;  0.38;  9.10;   -3.27;    -4.1;        ; Alessi (Gaia DR2)   ;
BDSB_21               ;Cyg ;316.33900000 ;+49.6570000 ;IR   ;EC    ;    4.8;   7143;  1.10;  8.90;   -2.79;   -3.51;        ; Alessi (Gaia DR2)   ;
BDSB_22               ;Cyg ;324.11200000 ;+52.4650000 ;IR   ;EC    ;    4.2;   3789;  0.60;  8.90;   -2.93;   -3.45;        ; Alessi (Gaia DR2)   ;
BDSB_23               ;Cep ;320.10000000 ;+55.4700000 ;IR   ;EC    ;    7.8;   6725;  1.25;  8.15;   -2.04;   -2.26;        ; Alessi (Gaia DR2)   ;
BDSB_24               ;Cyg ;322.21900000 ;+54.6080000 ;IR   ;EC    ;    4.8;   3235;  1.46;  7.20;    -3.0;   -2.69;        ; Alessi (Gaia DR2)   ;
BDSB_27               ;Cep ;323.04583330 ;+55.8950000 ;IR   ;EC    ;    0.7;   7519;      ;      ;   -2.94;   -2.48;        ; 2014ApJ...783..130R ;
BDSB_3                ;Sgr ;271.58200000 ;-21.6200000 ;IR   ;EC    ;    7.8;   1445;  1.08;  8.26;   -0.55;   -1.44;   22.40; Alessi (Gaia DR2)   ;
BDSB_30               ;Cep ;333.66700000 ;+61.4330000 ;Op   ;EC    ;    2.9;    902;  2.44;  6.68;   -1.58;   -3.00;        ; 2020A&A...633A..99C ;UPK 182, FoF 2352
BDSB_34               ;Cep ;342.37500000 ;+59.9194444 ;IR   ;EC    ;    1.2;   4367;      ;      ;   -2.25;   -1.00;        ; 2014ApJ...783..130R ;Majaess 215
BDSB_37               ;Cas ;344.77500000 ;+59.4680000 ;IR   ;EC    ;    3.6;   3056;  0.98;  8.60;   -4.02;    -2.8;  -54.80; Alessi (Gaia DR2)   ;IRAS 22570+5912, KKC 46
BDSB_44               ;Cas ;350.17800000 ;+61.2000000 ;IR   ;EC    ;    8.4;   3140;  0.90;  6.87;   -1.98;   -1.29;  -27.00; Alessi (Gaia DR2)   ;Cas II, Cas T2
BDSB_46               ;Cas ;354.93166900 ;+61.9634470 ;Op   ;EC    ;   11.2;   3333;  0.76;  7.14;   -3.63;   -1.41;        ; wilton.unifei.edu.br ;Majaess 225, Russeil 159
BDSB_47               ;Cas ;358.26300000 ;+60.4700000 ;IR   ;EC    ;    3.0;   1958;  1.00;  8.94;   -2.54;   -1.33;        ; Alessi (Gaia DR2)   ;
BDSB_48               ;Cas ;  3.86200000 ;+61.2600000 ;IR   ;EC    ;    4.2;   3215;  1.55;  7.95;   -1.78;   -0.96;        ; Alessi (Gaia DR2)   ;
BDSB_51               ;Cas ; 17.15200000 ;+63.1180000 ;IR   ;EC    ;    5.4;   2806;  1.68;  8.15;   -1.43;   -0.42;        ; Alessi (Gaia DR2)   ;Majaess 22
BDSB_68               ;Aur ; 79.55700000 ;+37.5570000 ;IR   ;EC    ;    6.6;   3046;  0.91;  8.50;    0.69;   -1.21;   -8.00; Alessi (Gaia DR2)   ;
BDSB_70               ;Aur ; 80.69416700 ;+33.4194440 ;Op   ;EC    ;    2.5;   3690;      ;  6.42;   -0.31;   -1.52;        ; Alessi (Gaia DR2)   ;NGC 1893 B
BDSB_73               ;Aur ; 85.38700000 ;+35.8610000 ;IR   ;EC    ;   12.0;   1530;  0.54;  8.88;    0.59;    -3.3;  -13.40; Alessi (Gaia DR2)   ;KST 1
BDSB_74               ;Aur ; 84.68500000 ;+30.7230000 ;IR   ;EC    ;    6.6;   1549;  1.02;  8.45;    0.59;   -2.97;        ; Alessi (Gaia DR2)   ;
BDSB_76               ;Gem ; 90.47916670 ;+26.4161111 ;Op   ;EC    ;    1.1;   2457;      ;      ;    0.59;   -2.37;        ; Alessi (Gaia DR2)   ;
BDSB_77               ;Tau ; 87.55500000 ;+23.8780000 ;IR   ;EC    ;    4.8;   2078;  0.83;  6.20;    0.59;   -2.37;        ; Alessi (Gaia DR2)   ;IC 2144 Cl
BDSB_8                ;Sct ;276.18700000 ;-13.3960000 ;IR   ;EC    ;    7.9;   1829;  1.56;  6.15;   -0.74;   -1.87;        ; Alessi (Gaia DR2)   ;Lockman 18.14-0.28 Cl
BDSB_82               ;Ori ; 93.74700000 ;+12.3380000 ;IR   ;EC    ;    6.0;   2940;  0.83;  7.92;    0.41;   -1.02;        ; Alessi (Gaia DR2)   ;
BDSB_88               ;Mon ;103.64200000 ; -4.5300000 ;IR   ;EC    ;    6.0;   3469;  0.42;  7.40;   -0.67;    0.75;        ; Alessi (Gaia DR2)   ;
BDSB_9                ;Ser ;274.47083300 ;-11.7405560 ;Op   ;EC    ;    2.5;   1776;      ;      ;   -0.73;   -1.99;        ; Alessi (Gaia DR2)   ;Gum 85 Cl
BDSB_90               ;Mon ;104.91000000 ; -4.8600000 ;IR   ;EC    ;    4.2;   1893;  0.85;  7.20;   -1.43;    0.77;   41.00; Alessi (Gaia DR2)   ;
BDSB_91               ;Mon ; 96.31900000 ;-10.5510000 ;IR   ;EC    ;    4.3;    968;  1.35;  6.65;   -3.18;    1.15;        ; 2020A&A...633A..99C ;
BDSB_92               ;Mon ;104.29700000 ; -8.2020000 ;Op   ;EC    ;    4.3;   1299;      ;      ;   -2.41;    1.02;        ; 2020A&A...633A..99C ;FSR 1155
BDSB_96               ;CMa ;106.33200000 ;-12.3270000 ;IR   ;EC    ;    5.4;   1185;  0.36;  7.16;   -3.84;    1.07;        ; 2020A&A...633A..99C ;
BH_110                ;Car ;166.81500000 ;-61.4600000 ;Op   ;OC    ;    6.0;   5152;  0.41;  8.00;   -6.39;    2.29;        ; Alessi (Gaia DR2)   ;
BH_111                ;Car ;167.32000000 ;-63.8340000 ;Op   ;OC    ;    3.5;   2950;  0.42;  8.35;   -8.18;    2.94;        ; 2020A&A...633A..99C ;
BH_118                ;Cen ;170.76500000 ;-58.5490000 ;Op   ;OC    ;    2.8;  15385;  0.21;  9.04;   -4.41;    1.45;        ; 2020A&A...633A..99C ;
BH_121                ;Cen ;174.66100000 ;-63.3870000 ;Op   ;OC    ;   18.5;   2584;  0.51;  6.70;   -6.00;    0.63;        ; 2020A&A...633A..99C ;IC 2948, Lambda Cen Cl, Cru OB1 B, FSR 1592, FoF 134
BH_131                ;Cru ;186.61500000 ;-63.4170000 ;Op   ;OC    ;    5.4;   6553;  0.83;  9.20;   -6.83;    0.44;        ; Alessi (Gaia DR2)   ;
BH_132                ;Cru ;186.72000000 ;-64.0580000 ;Op   ;OC    ;    5.5;   2762;  0.48;  8.50;   -6.22;   -0.18;        ; 2020A&A...633A..99C ;FoF 845
BH_140                ;Mus ;193.46200000 ;-67.1800000 ;Op   ;OC    ;    7.8;   6173;  0.65;  9.40;  -14.83;    1.22;   90.05; wilton.unifei.edu.br ;
BH_150                ;Cen ;204.50600000 ;-63.3460000 ;Op   ;OC    ;    3.0;   5618;  0.21;  7.50;   -6.39;   -1.53;        ; 2020A&A...633A..99C ;
BH_151                ;Cen ;205.05100000 ;-61.7310000 ;Op   ;OC    ;    1.0;   5682;  1.35;  6.60;   -5.85;   -1.88;        ; 2020A&A...633A..99C ;
BH_164                ;Cir ;222.31100000 ;-66.4650000 ;Op   ;OC    ;   76.7;    423;  0.31;  7.43;   -7.37;  -10.71;        ; 2020A&A...633A..99C ;Alessi 7, UPK 600, FoF 2403
BH_176                ;Nor ;234.78100000 ;-50.0530000 ;Op   ;GC    ;   12.0;  16240;  0.54;  9.80;   -4.00;   -3.06;        ; 2019MNRAS.484.2832V ;ESO 224-8
